"REF_DATE","GEO","DGUID","Type of structure","Type of work","Investment Value","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015-08","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","337299813","","","","0"
"2015-09","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","326283520","","","","0"
"2015-10","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","286024507","","","","0"
"2015-11","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","287653669","","","","0"
"2015-12","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","279337809","","","","0"
"2016-01","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","217094611","","","","0"
"2016-02","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","179109283","","","","0"
"2016-03","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","172825718","","","","0"
"2016-04","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","214730554","","","","0"
"2016-05","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","275803084","","","","0"
"2016-06","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","334699295","","","","0"
"2016-07","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","351956847","","","","0"
"2016-08","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","328283240","","","","0"
"2016-09","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","312644182","","","","0"
"2016-10","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","298920545","","","","0"
"2016-11","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","283496177","","","","0"
"2016-12","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","285994486","","","","0"
"2017-01","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","246490561","","","","0"
"2017-02","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","207624116","","","","0"
"2017-03","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","249876761","","","","0"
"2017-04","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","280601702","","","","0"
"2017-05","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","291896124","","","","0"
"2017-06","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","368111779","","","","0"
"2017-07","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","425478132","","","","0"
"2017-08","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","339191944","","","","0"
"2017-09","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","294570926","","","","0"
"2017-10","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","305352294","","","","0"
"2017-11","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","328488110","","","","0"
"2017-12","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","319653667","","","","0"
"2018-01","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","299056212","","","","0"
"2018-02","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","256159465","","","","0"
"2018-03","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","258445289","","","","0"
"2018-04","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","294823752","","","","0"
"2018-05","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","262247132","","","","0"
"2018-06","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","293143780","","","","0"
"2018-07","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","329723919","","","","0"
"2018-08","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","325554444","","","","0"
"2018-09","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","313684121","","","","0"
"2018-10","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","270444463","","","","0"
"2018-11","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","240975234","","","","0"
"2018-12","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","221747925","","","","0"
"2019-01","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","191820799","","","","0"
"2019-02","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","170142998","","","","0"
"2019-03","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","163047179","","","","0"
"2019-04","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","235942446","","","","0"
"2019-05","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","325720403","","","","0"
"2019-06","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","366740300","","","","0"
"2019-07","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","369539625","","","","0"
"2019-08","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","405244859","","","","0"
"2019-09","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","392302157","","","","0"
"2019-10","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","372173498","","","","0"
"2019-11","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","347213854","","","","0"
"2019-12","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","301993449","","","","0"
"2020-01","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","252381141","","","","0"
"2020-02","Manitoba","2016A000246","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014956554","8.2.1.1","208913164","","","","0"
